timestamp,lat,lon,altitude,uid,tid
2009-02-16 00:21:21.000000000,39.8646783,116.2584899,167.3,41,041_20090216001617_2
2009-02-16 00:21:27.000000000,39.8645616,116.2584466,167.3,41,041_20090216001617_2
2009-02-16 00:21:32.000000000,39.8641133,116.2584516,167.3,41,041_20090216001617_2
2009-02-16 00:21:37.000000000,39.8637583,116.2584383,164.0,41,041_20090216001617_2
2009-02-16 00:21:42.000000000,39.8633333,116.2584133,164.0,41,041_20090216001617_2
2009-02-16 00:21:47.000000000,39.8630383,116.25841,164.0,41,041_20090216001617_2
2009-02-16 00:21:52.000000000,39.8626033,116.2584233,164.0,41,041_20090216001617_2
2009-02-16 00:21:57.000000000,39.86227,116.258495,164.0,41,041_20090216001617_2
2009-02-16 00:22:02.000000000,39.8617833,116.2586016,160.8,41,041_20090216001617_2
2009-02-16 00:22:07.000000000,39.8614783,116.2586649,160.8,41,041_20090216001617_2
2009-02-16 00:22:12.000000000,39.861,116.2587716,160.8,41,041_20090216001617_2
2009-02-16 00:22:17.000000000,39.8606699,116.2588383,164.0,41,041_20090216001617_2
2009-02-16 00:22:23.000000000,39.8603416,116.258925,167.3,41,041_20090216001617_2
2009-02-16 00:22:31.500000000,39.8603666,116.2590116,164.0,41,041_20090216001617_2
2009-02-16 00:22:37.249999872,39.8606016,116.2589549,164.0,41,041_20090216001617_2
2009-02-16 00:22:42.000000000,39.86104,116.2588733,167.3,41,041_20090216001617_2
2009-02-16 00:22:47.000000000,39.8615716,116.2587549,167.3,41,041_20090216001617_2
2009-02-16 00:22:52.000000000,39.8619116,116.25868,167.3,41,041_20090216001617_2
2009-02-16 00:22:57.000000000,39.8623716,116.2585766,170.6,41,041_20090216001617_2
2009-02-16 00:23:02.000000000,39.86257,116.2585349,173.9,41,041_20090216001617_2
2009-02-16 00:23:23.000000000,39.862665,116.2585133,170.6,41,041_20090216001617_2
2009-02-16 00:23:27.000000000,39.8627666,116.2585016,170.6,41,041_20090216001617_2
2009-02-16 00:23:32.000000000,39.8632233,116.2585166,170.6,41,041_20090216001617_2
2009-02-16 00:23:37.000000000,39.8635366,116.2585316,170.6,41,041_20090216001617_2
2009-02-16 00:23:42.500000000,39.8638933,116.25855,170.6,41,041_20090216001617_2
2009-02-16 00:23:48.000000000,39.86415,116.2585516,170.6,41,041_20090216001617_2
2009-02-16 00:23:52.000000000,39.8644216,116.2585599,170.6,41,041_20090216001617_2
2009-02-16 00:23:57.000000000,39.8647049,116.25855,170.6,41,041_20090216001617_2
2009-02-16 00:24:02.000000000,39.8650799,116.2585033,170.6,41,041_20090216001617_2
2009-02-16 00:24:07.000000000,39.8652683,116.2584883,170.6,41,041_20090216001617_2
2009-02-16 00:24:12.000000000,39.8655916,116.2584633,170.6,41,041_20090216001617_2
2009-02-16 00:24:16.000000000,39.8658366,116.2584316,173.9,41,041_20090216001617_2
2009-02-16 00:24:20.000000000,39.8660166,116.2583333,173.9,41,041_20090216001617_2
2009-02-16 00:24:27.000000000,39.8660749,116.2582333,173.9,41,041_20090216001617_2
2009-02-16 00:24:32.249999872,39.8661616,116.2580099,173.9,41,041_20090216001617_2
2009-02-16 00:24:36.333333248,39.8663466,116.2575716,170.6,41,041_20090216001617_2
2009-02-16 00:24:42.000000000,39.8665566,116.257255,167.3,41,041_20090216001617_2
2009-02-16 00:24:47.666666752,39.8668233,116.25738,167.3,41,041_20090216001617_2
2009-02-16 00:24:52.000000000,39.866995,116.2577316,167.3,41,041_20090216001617_2
2009-02-16 00:24:57.000000000,39.8672699,116.258295,164.0,41,041_20090216001617_2
2009-02-16 00:25:02.000000000,39.867595,116.2589699,164.0,41,041_20090216001617_2
2009-02-16 00:25:07.000000000,39.8679549,116.2597083,164.0,41,041_20090216001617_2
2009-02-16 00:25:12.000000000,39.8683166,116.2604566,160.8,41,041_20090216001617_2
2009-02-16 00:25:17.000000000,39.8687032,116.2612249,164.0,41,041_20090216001617_2
2009-02-16 00:25:22.000000000,39.869095,116.2619883,164.0,41,041_20090216001617_2
2009-02-16 00:25:27.000000000,39.8694766,116.262765,164.0,41,041_20090216001617_2
2009-02-16 00:25:32.000000000,39.8698299,116.2634949,164.0,41,041_20090216001617_2
2009-02-16 00:25:37.000000000,39.8701849,116.2642233,164.0,41,041_20090216001617_2
2009-02-16 00:25:42.000000000,39.8705449,116.2649599,164.0,41,041_20090216001617_2
2009-02-16 00:25:47.000000000,39.8708949,116.2656749,160.8,41,041_20090216001617_2
2009-02-16 00:25:52.000000000,39.8712283,116.26637,160.8,41,041_20090216001617_2
2009-02-16 00:25:57.000000000,39.8715116,116.2669866,160.8,41,041_20090216001617_2
2009-02-16 00:26:02.000000000,39.8717766,116.2675766,160.8,41,041_20090216001617_2
2009-02-16 00:26:07.000000000,39.8720299,116.2681699,164.0,41,041_20090216001617_2
2009-02-16 00:26:12.000000000,39.8723099,116.2688383,164.0,41,041_20090216001617_2
2009-02-16 00:26:17.000000000,39.8726583,116.2695649,167.3,41,041_20090216001617_2
2009-02-16 00:26:22.000000000,39.8730149,116.2703199,177.2,41,041_20090216001617_2
2009-02-16 00:26:27.000000000,39.8733799,116.2710816,183.7,41,041_20090216001617_2
2009-02-16 00:26:32.000000000,39.8737999,116.2716683,190.3,41,041_20090216001617_2
2009-02-16 00:26:37.000000000,39.8742666,116.2719766,190.3,41,041_20090216001617_2
2009-02-16 00:26:42.000000000,39.8747666,116.2720649,187.0,41,041_20090216001617_2
2009-02-16 00:26:47.000000000,39.8753266,116.2719383,177.2,41,041_20090216001617_2
2009-02-16 00:26:52.000000000,39.8756183,116.2718183,173.9,41,041_20090216001617_2
2009-02-16 00:26:57.000000000,39.8760149,116.2716566,167.3,41,041_20090216001617_2
2009-02-16 00:27:02.000000000,39.8762,116.2715766,167.3,41,041_20090216001617_2
2009-02-16 00:27:07.000000000,39.8764716,116.2714583,167.3,41,041_20090216001617_2
2009-02-16 00:27:12.000000000,39.8765683,116.2714166,167.3,41,041_20090216001617_2
2009-02-16 00:27:16.500000000,39.876665,116.2713766,167.3,41,041_20090216001617_2
2009-02-16 00:27:24.000000000,39.8768533,116.2712933,170.6,41,041_20090216001617_2
2009-02-16 00:27:44.000000000,39.876945,116.2712516,170.6,41,041_20090216001617_2
2009-02-16 00:27:52.000000000,39.8770416,116.2712099,170.6,41,041_20090216001617_2
2009-02-16 00:27:59.000000000,39.8772366,116.2711266,173.9,41,041_20090216001617_2
2009-02-16 00:28:04.000000000,39.8773333,116.2710799,173.9,41,041_20090216001617_2
2009-02-16 00:28:09.000000000,39.8774316,116.2710349,177.2,41,041_20090216001617_2
2009-02-16 00:28:14.000000000,39.8775149,116.2709999,177.2,41,041_20090216001617_2
2009-02-16 00:28:20.000000000,39.8776083,116.2709666,177.2,41,041_20090216001617_2
2009-02-16 00:28:25.000000000,39.8777,116.2709283,177.2,41,041_20090216001617_2
2009-02-16 00:28:32.000000000,39.8777866,116.2708883,177.2,41,041_20090216001617_2
2009-02-16 00:29:02.000000000,39.877965,116.2708033,180.4,41,041_20090216001617_2
2009-02-16 00:29:07.000000000,39.878065,116.2707583,180.4,41,041_20090216001617_2
2009-02-16 00:29:12.000000000,39.8781533,116.2707099,180.4,41,041_20090216001617_2
2009-02-16 00:29:17.000000000,39.8782366,116.2706716,180.4,41,041_20090216001617_2
2009-02-16 00:29:22.000000000,39.878335,116.27062,180.4,41,041_20090216001617_2
2009-02-16 00:29:26.500000000,39.8784516,116.2705666,183.7,41,041_20090216001617_2
2009-02-16 00:29:32.500000000,39.878685,116.2704749,183.7,41,041_20090216001617_2
2009-02-16 00:29:37.000000000,39.8788983,116.2703783,183.7,41,041_20090216001617_2
2009-02-16 00:29:42.000000000,39.87916,116.2702616,183.7,41,041_20090216001617_2
2009-02-16 00:29:47.000000000,39.87965,116.2700833,180.4,41,041_20090216001617_2
2009-02-16 00:29:52.000000000,39.8799583,116.2699599,180.4,41,041_20090216001617_2
2009-02-16 00:29:57.000000000,39.8803333,116.2698233,177.2,41,041_20090216001617_2
2009-02-16 00:30:02.000000000,39.8805533,116.2697399,173.9,41,041_20090216001617_2
2009-02-16 00:30:07.500000000,39.8808516,116.2696266,173.9,41,041_20090216001617_2
2009-02-16 00:30:12.000000000,39.8810632,116.2695466,170.6,41,041_20090216001617_2
2009-02-16 00:30:16.000000000,39.881165,116.2695116,170.6,41,041_20090216001617_2
2009-02-16 00:30:32.500000000,39.8812666,116.2694733,167.3,41,041_20090216001617_2
2009-02-16 00:30:37.000000000,39.8815016,116.2693866,167.3,41,041_20090216001617_2
2009-02-16 00:30:42.000000000,39.8817733,116.2692866,164.0,41,041_20090216001617_2
2009-02-16 00:30:47.500000000,39.8822033,116.269135,164.0,41,041_20090216001617_2
2009-02-16 00:30:52.000000000,39.88255,116.2690116,164.0,41,041_20090216001617_2
2009-02-16 00:30:57.000000000,39.8830066,116.2688583,164.0,41,041_20090216001617_2
2009-02-16 00:31:01.750000128,39.8834616,116.2687049,164.0,41,041_20090216001617_2
2009-02-16 00:31:07.000000000,39.8839533,116.2685616,164.0,41,041_20090216001617_2
2009-02-16 00:31:12.000000000,39.8842366,116.2684866,164.0,41,041_20090216001617_2
2009-02-16 00:31:17.000000000,39.8845666,116.2684016,164.0,41,041_20090216001617_2
2009-02-16 00:31:22.000000000,39.8846583,116.2683799,164.0,41,041_20090216001617_2
2009-02-16 00:31:27.000000000,39.88489,116.2683083,164.0,41,041_20090216001617_2
