timestamp,lat,lon,altitude,uid,tid
2009-06-08 03:55:53.000000000,39.876595,116.4825049,141.1,17,017_20090607234645_17
2009-06-08 03:55:57.000000000,39.8765066,116.4824866,141.1,17,017_20090607234645_17
2009-06-08 03:56:02.000000000,39.8764116,116.4824716,141.1,17,017_20090607234645_17
2009-06-08 03:56:07.000000000,39.8763099,116.4825033,141.1,17,017_20090607234645_17
2009-06-08 03:56:12.000000000,39.8762566,116.4826049,141.1,17,017_20090607234645_17
2009-06-08 03:56:17.000000000,39.8762616,116.4829749,141.1,17,017_20090607234645_17
2009-06-08 03:56:21.000000000,39.8762683,116.4831649,141.1,17,017_20090607234645_17
2009-06-08 03:56:27.000000000,39.8761833,116.4832349,141.1,17,017_20090607234645_17
2009-06-08 03:56:32.000000000,39.8758033,116.48323,141.1,17,017_20090607234645_17
2009-06-08 03:56:37.000000000,39.8754699,116.4832083,137.8,17,017_20090607234645_17
2009-06-08 03:56:42.000000000,39.8750466,116.4831449,137.8,17,017_20090607234645_17
2009-06-08 03:56:46.500000000,39.8748933,116.4830433,134.5,17,017_20090607234645_17
2009-06-08 03:56:52.249999872,39.8748483,116.4828266,134.5,17,017_20090607234645_17
2009-06-08 03:56:57.000000000,39.8748266,116.4823983,134.5,17,017_20090607234645_17
2009-06-08 03:57:01.333333248,39.8748083,116.4818533,134.5,17,017_20090607234645_17
2009-06-08 03:57:06.000000000,39.8747983,116.4815399,134.5,17,017_20090607234645_17
2009-06-08 03:57:13.000000000,39.8747249,116.481655,134.5,17,017_20090607234645_17
2009-06-08 03:57:17.000000000,39.874705,116.4818183,137.8,17,017_20090607234645_17
2009-06-08 03:57:21.750000128,39.8746699,116.4823266,137.8,17,017_20090607234645_17
2009-06-08 03:57:27.500000000,39.874635,116.4827766,141.1,17,017_20090607234645_17
2009-06-08 03:57:33.000000000,39.8745549,116.4829599,141.1,17,017_20090607234645_17
2009-06-08 03:57:37.000000000,39.8743183,116.4830233,141.1,17,017_20090607234645_17
2009-06-08 03:57:42.000000000,39.87399,116.4829966,144.4,17,017_20090607234645_17
2009-06-08 03:57:47.000000000,39.8734816,116.48293,144.4,17,017_20090607234645_17
2009-06-08 03:57:52.000000000,39.8729516,116.4827599,141.1,17,017_20090607234645_17
2009-06-08 03:57:57.000000000,39.8724833,116.4824183,141.1,17,017_20090607234645_17
2009-06-08 03:58:02.000000000,39.8720466,116.48199,137.8,17,017_20090607234645_17
2009-06-08 03:58:07.000000000,39.8716099,116.4815116,134.5,17,017_20090607234645_17
2009-06-08 03:58:12.000000000,39.8711183,116.4809933,131.2,17,017_20090607234645_17
2009-06-08 03:58:17.000000000,39.8706783,116.4805499,141.1,17,017_20090607234645_17
2009-06-08 03:58:22.000000000,39.8703733,116.4800033,137.8,17,017_20090607234645_17
2009-06-08 03:58:27.000000000,39.8702266,116.4793516,137.8,17,017_20090607234645_17
2009-06-08 03:58:32.000000000,39.8701866,116.4786133,134.5,17,017_20090607234645_17
2009-06-08 03:58:37.000000000,39.870175,116.4778183,128.0,17,017_20090607234645_17
2009-06-08 03:58:42.000000000,39.8701533,116.4769683,121.4,17,017_20090607234645_17
2009-06-08 03:58:47.000000000,39.8701433,116.4761216,114.8,17,017_20090607234645_17
2009-06-08 03:58:52.000000000,39.8701433,116.475285,111.5,17,017_20090607234645_17
2009-06-08 03:58:57.000000000,39.8701466,116.4744033,98.4,17,017_20090607234645_17
2009-06-08 03:59:02.000000000,39.8701533,116.4737066,108.3,17,017_20090607234645_17
2009-06-08 03:59:07.000000000,39.8701516,116.4731516,105.0,17,017_20090607234645_17
2009-06-08 03:59:12.000000000,39.8701283,116.4726233,101.7,17,017_20090607234645_17
2009-06-08 03:59:17.000000000,39.8701016,116.472085,101.7,17,017_20090607234645_17
2009-06-08 03:59:23.000000000,39.8700966,116.4717083,108.3,17,017_20090607234645_17
